source_id,ra,dec,parallax,pmra,pmdec,phot_g_mean_mag,bp_rp,teff_gspphot,distance_gspphot,processed_at
5.2186724476328028E18,138.658846014054,-72.7381788732465,0.34904204749976736,-6.482772372446741,2.0607592179019996,18.58588218688965,1.3368263244628906,4397.68603515625,1511.4639892578125,2025-07-02T03:57:30.118Z
5.218672447632811E18,138.69119296371758,-72.7377588124422,0.4090833247428332,-6.711078443902954,6.247095058945618,16.671005249023438,1.1450986862182617,4779.52197265625,1487.8111572265625,2025-07-02T03:57:30.118Z
5.2186724476328131E18,138.6774973217465,-72.72744174152987,0.6410962713723029,-3.933702261715259,8.851254678085496,17.183048248291016,1.2647895812988281,4658.427734375,1454.71337890625,2025-07-02T03:57:30.118Z
5.5400581846069074E18,125.40947338218501,-39.23022111599385,0.5791029951183815,-0.6671217934263951,9.902704851199424,16.142120361328125,1.4034738540649414,5770.80859375,1259.8121337890625,2025-07-02T03:57:30.118Z
4.0731513391811528E18,282.2112873357688,-25.76250019098644,0.11203833312403691,-3.235379308637112,-9.189768417089306,18.215511322021484,1.3665580749511719,4354.7548828125,1066.293701171875,2025-07-02T03:57:30.118Z
4.0731513391811615E18,282.2128969729606,-25.754798440912015,0.43635629287105326,-1.5565138558241447,-3.797399253439214,18.287635803222656,1.2872982025146484,4502.61474609375,1251.71533203125,2025-07-02T03:57:30.118Z
4.073151339194049E18,282.2070533100059,-25.753368232412544,0.665257363771703,-1.9308163274343129,1.026027626262361,17.466358184814453,1.213287353515625,5144.2470703125,1143.72216796875,2025-07-02T03:57:30.118Z
4.2108450744153723E18,295.3422755853981,-2.6857550686773566,0.5769123471207727,2.857764748258571,-0.11030458938316529,16.157424926757812,1.1169910430908203,4962.98095703125,1195.55615234375,2025-07-02T03:57:30.118Z
4.210845104470441E18,295.31849578268026,-2.6821602336571804,0.4909143492110839,0.11246049023051705,-12.677333433029954,11.718417167663574,1.7321882247924805,4555.9765625,1478.908935546875,2025-07-02T03:57:30.118Z
5.2186724476328141E18,138.699994686268,-72.7362143538137,0.16551355704945547,-5.325852396474925,3.3856689044503203,17.82036018371582,0.982208251953125,5172.46044921875,2089.3232421875,2025-07-02T03:57:30.118Z
4.2112564635697439E18,289.01639164920624,-5.805463692192049,0.8806078560782307,-1.5382314651785405,0.09997304095747159,16.395259857177734,1.5116195678710938,5082.4296875,750.589111328125,2025-07-02T03:57:30.118Z
4.8279717496347942E17,75.2508065273165,66.66446778982743,0.4885435461974698,-1.9198644267918423,2.910826061931468,15.085898399353027,1.130563735961914,5833.22802734375,1340.9241943359375,2025-07-02T03:57:30.118Z
5.2178014583259423E18,140.39788520346215,-73.67409357054957,0.26539394799598237,-9.194313529976997,4.937711779958402,18.410139083862305,0.8985595703125,5300.19140625,2575.954833984375,2025-07-02T03:57:30.118Z
5.2178014626250414E18,140.3881808296434,-73.68264225417423,0.18907758764308452,-1.6137496293868823,3.0471987104176743,16.739788055419922,0.9523677825927734,5180.84423828125,1926.207275390625,2025-07-02T03:57:30.118Z
5.2178014626250435E18,140.3847944503196,-73.67692276138337,0.1767696279521961,-3.6054495393381845,4.957779326391228,18.99058723449707,1.1594829559326172,4734.861328125,1960.47802734375,2025-07-02T03:57:30.118Z
5.2178014926856684E18,140.320264286842,-73.68385955820135,0.385906961086279,-5.094136187842756,4.058030771451436,17.396841049194336,0.9741134643554688,5172.6904296875,1659.4576416015625,2025-07-02T03:57:30.118Z
5.2178014926856827E18,140.32698330403218,-73.6748993756543,0.7963030037015169,-4.03597767578046,3.7493732887336897,18.914188385009766,1.813720703125,3714.444091796875,705.5556030273438,2025-07-02T03:57:30.118Z
5.2178015614051471E18,140.44262685252855,-73.67743833975275,4.325263770776315,-3.461312984498064,18.296801578374033,17.5659122467041,2.7816238403320312,3417.04443359375,230.2716064453125,2025-07-02T03:57:30.118Z
4.21084510447277E18,295.31982887230737,-2.6903797813737316,0.05193721978501918,-2.0837121460567065,-4.714234069748274,16.31734275817871,1.46771240234375,5194.1865234375,2678.834228515625,2025-07-02T03:57:30.118Z
4.2108451044727859E18,295.33200672646444,-2.686834042762595,0.721342485031278,0.24698268470527074,-4.3925249743362595,18.579811096191406,1.2092609405517578,4753.83544921875,1477.6939697265625,2025-07-02T03:57:30.118Z
4.2108451087751183E18,295.32337482778064,-2.6892940108458037,0.3973124518256785,-2.2943353187441073,-6.234219720242731,17.664199829101562,1.2487773895263672,4619.16455078125,1354.3927001953125,2025-07-02T03:57:30.118Z
4.8279717496348006E17,75.2510984438826,66.66183555865346,0.7732764863601873,-4.5829538343021685,-1.2475781089741453,15.515668869018555,1.0866823196411133,5707.6904296875,1046.6094970703125,2025-07-02T03:57:30.118Z
4.1005364973414502E18,284.2603062949473,-16.75096752073859,0.5019809508002047,-6.384207879092689,-7.0389694104070255,14.935489654541016,1.180307388305664,5523.37060546875,3072.281982421875,2025-07-02T03:57:30.118Z
4.8348945067382157E17,71.55949448929107,67.17435988381136,0.4852144075845013,-1.253883885371982,-1.1153191284368047,15.97940444946289,1.1766862869262695,5726.51904296875,1182.9810791015625,2025-07-02T03:57:30.118Z
4.1005364973414502E18,284.2611427500879,-16.748035450797776,0.1936873283918112,-4.013512970871205,-1.1709925181938123,14.41621208190918,1.769352912902832,4688.57421875,16385.90234375,2025-07-02T03:57:30.118Z
4.2111739314755543E18,288.98661098969177,-6.237386163448387,0.2796002049368707,-1.5055032198216374,2.108302435832465,17.320613861083984,1.4669513702392578,4752.44189453125,909.3596801757812,2025-07-02T03:57:30.118Z
4.1005364973418368E18,284.2613997636318,-16.75210267911015,0.2526937785100853,-2.8174426239669015,-4.158841748095638,17.371517181396484,1.2554588317871094,4719.98046875,936.1109008789062,2025-07-02T03:57:30.118Z
4.1004695689226926E18,281.0964621331481,-15.094289054177489,0.12231024064150103,-1.4564668632118682,-1.8982536339404614,16.598426818847656,1.9693336486816406,4826.505859375,2164.5146484375,2025-07-02T03:57:30.118Z
4.2110663468294236E18,290.6285191060437,-5.924453364452503,0.04142976073380822,-2.0703500132297417,-5.06777815567708,17.861783981323242,1.227895736694336,4785.1640625,1072.21533203125,2025-07-02T03:57:30.118Z
4.2110663468294298E18,290.6241135067832,-5.923243629790172,0.623667774551903,5.394131421271933,1.8379882863037857,17.925743103027344,2.0799198150634766,3921.519287109375,628.3126831054688,2025-07-02T03:57:30.118Z
4.2109577056342252E18,289.27316521878714,-6.530741947725221,0.19714506997050227,0.20100644590744798,-1.9491596357743934,18.76120376586914,1.338216781616211,4256.0654296875,1175.591552734375,2025-07-02T03:57:30.118Z
4.867869547668704E17,53.8852456842608,62.27216610318876,0.45473308762141584,-0.787376106934561,-1.9147201020936733,18.22994613647461,1.8207855224609375,4475.02734375,779.42431640625,2025-07-02T03:57:30.118Z
4.8649063638136538E17,53.69816369789435,61.38761982477415,0.44310893628469555,-0.3982988843546183,-0.027878588032766785,18.781234741210938,1.5878963470458984,4446.0810546875,800.475830078125,2025-07-02T03:57:30.118Z
4.8678695476687053E17,53.88485551191713,62.273928600314726,1.3052289409291378,1.4686723591297763,-0.9001346102663506,18.282085418701172,2.352663040161133,3710.2255859375,535.0922241210938,2025-07-02T03:57:30.118Z
4.8678695476687731E17,53.900029055980504,62.277653422411134,0.38555189123197187,-0.2117044186333809,1.1068989203003594,17.905588150024414,1.8182010650634766,4960.29541015625,813.5535278320312,2025-07-02T03:57:30.118Z
4.0730936191409029E18,282.0735341099159,-26.386960591847295,0.6223853856763293,-5.730736150498703,-4.000131351733192,16.631399154663086,1.2146854400634766,5080.47705078125,932.6029052734375,2025-07-02T03:57:30.118Z
5.5397877734672394E18,122.71726722384015,-40.28440458909576,0.24159287261966567,-1.3815220709854263,2.3616710355146777,15.692045211791992,2.0769128799438477,7505.5439453125,2239.73486328125,2025-07-02T03:57:30.118Z
4.8441599537850816E17,83.31168037741061,68.53239721371278,0.10821866754245829,-0.30196589119522516,-0.015362005500190644,18.710756301879883,0.8857173919677734,5288.76025390625,2719.008544921875,2025-07-02T03:57:30.118Z
4.8441599537850854E17,83.31957554992623,68.53540316768873,2.589342540349013,-6.734409547612637,13.994379879244612,17.968908309936523,2.4729442596435547,3609.606201171875,385.14788818359375,2025-07-02T03:57:30.118Z
4.1004380953615442E18,281.846672891173,-15.006132608425883,0.203087810579898,-1.737707327336036,-6.041503709370875,18.290996551513672,1.489654541015625,4152.52587890625,821.77099609375,2025-07-02T03:57:30.118Z
4.8554464836240038E17,77.64887919866746,68.7263118237571,0.37340715166202976,-3.0604039283497135,-2.365311145381799,17.253450393676758,0.9749927520751953,5299.55419921875,1422.18310546875,2025-07-02T03:57:30.118Z
